2023-10-09 23:35:12,902: 't'
2023-10-09 23:35:12,941: 'e'
2023-10-09 23:35:13,141: 's'
2023-10-09 23:35:13,301: 't'
2023-10-09 23:35:13,341: 'a'
2023-10-09 23:35:13,469: 'n'
2023-10-09 23:35:13,535: 'd'
2023-10-09 23:35:13,641: 'o'
2023-10-09 23:35:13,728: Key.space
2023-10-09 23:35:13,853: 'o'
2023-10-09 23:35:13,981: Key.space
2023-10-09 23:35:14,141: 'p'
2023-10-09 23:35:14,263: 'y'
2023-10-09 23:35:14,669: 't'
2023-10-09 23:35:14,783: 'h'
2023-10-09 23:35:14,804: 'o'
2023-10-09 23:35:14,864: 'n'
2023-10-09 23:35:15,125: Key.space
2023-10-09 23:35:15,431: Key.backspace
2023-10-09 23:35:15,932: Key.backspace
2023-10-09 23:35:15,983: Key.backspace
2023-10-09 23:35:16,034: Key.backspace
2023-10-09 23:35:16,085: Key.backspace
2023-10-09 23:35:16,135: Key.backspace
2023-10-09 23:35:16,185: Key.backspace
2023-10-09 23:35:16,236: Key.backspace
2023-10-09 23:35:16,286: Key.backspace
2023-10-09 23:35:16,338: Key.backspace
2023-10-09 23:35:16,389: Key.backspace
2023-10-09 23:35:16,439: Key.backspace
2023-10-09 23:35:16,489: Key.backspace
2023-10-09 23:35:16,539: Key.backspace
2023-10-09 23:35:16,589: Key.backspace
2023-10-09 23:35:16,640: Key.backspace
2023-10-09 23:35:16,690: Key.backspace
2023-10-09 23:35:16,741: Key.backspace
2023-10-09 23:35:16,793: Key.backspace
2023-10-09 23:35:16,967: 'l'
2023-10-09 23:35:17,095: 's'
2023-10-09 23:35:17,134: Key.enter
2023-10-09 23:35:18,279: 'c'
2023-10-09 23:35:18,303: 'a'
2023-10-09 23:35:18,503: 't'
2023-10-09 23:35:18,567: Key.space
2023-10-09 23:35:18,776: 'k'
2023-10-09 23:35:18,954: 'e'
2023-10-09 23:35:19,114: 'y'
2023-10-09 23:35:19,599: Key.tab
2023-10-09 23:35:20,402: Key.backspace
2023-10-09 23:35:20,561: Key.backspace
2023-10-09 23:35:20,897: Key.backspace
2023-10-09 23:35:21,018: Key.caps_lock
2023-10-09 23:35:21,161: 'l'
2023-10-09 23:35:21,201: Key.caps_lock
2023-10-09 23:35:21,361: 'o'
2023-10-09 23:35:21,443: 'g'
2023-10-09 23:35:21,593: '.'
2023-10-09 23:35:21,713: Key.tab
2023-10-09 23:35:22,009: Key.backspace
2023-10-09 23:35:22,226: Key.enter
2023-10-09 23:35:23,466: 'l'
2023-10-09 23:35:23,506: 'a'
2023-10-09 23:35:23,529: 's'
2023-10-09 23:35:23,614: 'd'
2023-10-09 23:35:23,684: 'f'
2023-10-09 23:35:23,826: 's'
2023-10-09 23:35:23,869: 'd'
2023-10-09 23:35:23,978: 'f'
2023-10-09 23:35:24,083: 's'
2023-10-09 23:35:24,085: 'l'
2023-10-09 23:35:24,130: 'd'
2023-10-09 23:35:24,131: 'k'
2023-10-09 23:35:24,170: 'm'
2023-10-09 23:35:24,197: 'f'
2023-10-09 23:35:25,477: Key.up
2023-10-09 23:35:26,315: Key.enter
2023-10-09 23:35:28,653: Key.down
2023-10-09 23:35:29,671: 'c'
2023-10-09 23:35:29,735: 'a'
2023-10-09 23:35:29,957: 't'
2023-10-09 23:35:30,161: Key.space
2023-10-09 23:35:30,381: 'k'
2023-10-09 23:35:30,887: Key.right
2023-10-09 23:35:31,142: Key.enter
2023-10-09 23:35:36,088: 'c'
2023-10-09 23:35:36,178: 'l'
2023-10-09 23:35:36,260: 'e'
2023-10-09 23:35:36,304: 'a'
2023-10-09 23:35:36,448: 'r'
2023-10-09 23:35:36,490: Key.enter
2023-10-09 23:35:42,325: Key.down
2023-10-09 23:35:42,524: 'h'
2023-10-09 23:35:42,764: 'i'
2023-10-09 23:35:42,868: 's'
2023-10-09 23:35:42,955: 't'
2023-10-09 23:35:43,078: 'o'
2023-10-09 23:35:43,281: 'r'
2023-10-09 23:35:43,740: Key.ctrl
2023-10-09 23:35:43,804: 'c'
2023-10-09 23:35:44,461: 'h'
2023-10-09 23:35:44,544: 'i'
2023-10-09 23:35:44,708: 's'
2023-10-09 23:35:44,942: 't'
2023-10-09 23:35:45,184: 'o'
2023-10-09 23:35:45,424: 'r'
2023-10-09 23:35:45,573: 'y'
2023-10-09 23:35:45,717: Key.enter
2023-10-09 23:35:49,663: 'q'
2023-10-09 23:35:51,872: Key.backspace
